Time Period,Location,Wind Direction (degrees),Wind Speed (m_s-1),Air Pressure (pa),Temperature (C)
2019-11-01T16:50:00+00:00,https://api.weather.gov/stations/KGPM,140.0,5.1,102780.0,11.0
2019-11-01T17:50:00+00:00,https://api.weather.gov/stations/KGPM,180.0,5.1,102710.0,13.0
2019-11-01T18:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,4.6,102540.0,14.0
2019-11-01T19:50:00+00:00,https://api.weather.gov/stations/KGPM,140.0,5.1,102340.0,16.0
2019-11-01T20:50:00+00:00,https://api.weather.gov/stations/KGPM,150.0,5.1,102300.0,16.0
2019-11-01T21:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,3.6,102300.0,16.0
2019-11-01T22:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,3.6,102270.0,15.0
2019-11-01T23:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,1.5,102370.0,13.0
2019-11-02T00:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,1.5,102510.0,11.0
2019-11-02T01:50:00+00:00,https://api.weather.gov/stations/KGPM,140.0,1.5,102510.0,9.0
2019-11-02T02:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,2.6,102510.0,9.7
2019-11-02T02:35:00+00:00,https://api.weather.gov/stations/KGPM,140.0,1.5,102540.0,9.5
2019-11-02T02:55:00+00:00,https://api.weather.gov/stations/KGPM,150.0,1.5,102540.0,8.8
2019-11-02T03:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102570.0,9.5
2019-11-02T03:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102610.0,7.5
2019-11-02T03:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102640.0,8.2
2019-11-02T04:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102680.0,6.8
2019-11-02T04:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102680.0,6.2
2019-11-02T04:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102710.0,5.9
2019-11-02T05:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102710.0,6.7
2019-11-02T05:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102710.0,6.3
2019-11-02T05:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102740.0,6.8
2019-11-02T06:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102740.0,6.3
2019-11-02T06:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102740.0,5.9
2019-11-02T06:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102780.0,5.2
2019-11-02T07:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102810.0,6.4
2019-11-02T07:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102810.0,6.5
2019-11-02T07:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102810.0,6.2
2019-11-02T08:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102850.0,5.5
2019-11-02T08:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102810.0,5.1
2019-11-02T08:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102850.0,5.1
2019-11-02T09:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102850.0,5.0
2019-11-02T09:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102880.0,4.1
2019-11-02T09:55:00+00:00,https://api.weather.gov/stations/KGPM,320.0,1.5,102910.0,5.6
2019-11-02T10:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102910.0,5.2
2019-11-02T10:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102950.0,3.8
2019-11-02T10:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102950.0,5.1
2019-11-02T11:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102950.0,5.2
2019-11-02T11:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102980.0,5.0
2019-11-02T11:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102980.0,5.0
2019-11-02T12:50:00+00:00,https://api.weather.gov/stations/KGPM,290.0,2.1,103010.0,5.0
2019-11-02T13:50:00+00:00,https://api.weather.gov/stations/KGPM,,,103120.0,7.0
2019-11-02T13:51:00+00:00,https://api.weather.gov/stations/KGPM,330.0,2.6,103120.0,7.0
2019-11-02T14:50:00+00:00,https://api.weather.gov/stations/KGPM,330.0,2.6,103180.0,8.0
2019-11-02T15:50:00+00:00,https://api.weather.gov/stations/KGPM,10.0,4.6,103180.0,11.0
2019-11-02T16:50:00+00:00,https://api.weather.gov/stations/KGPM,360.0,4.6,103220.0,13.0
2019-11-02T17:50:00+00:00,https://api.weather.gov/stations/KGPM,30.0,4.1,103150.0,14.0
2019-11-02T18:50:00+00:00,https://api.weather.gov/stations/KGPM,30.0,4.1,103010.0,16.0
2019-11-02T19:50:00+00:00,https://api.weather.gov/stations/KGPM,30.0,3.1,102950.0,17.0
2019-11-02T20:50:00+00:00,https://api.weather.gov/stations/KGPM,350.0,3.1,102880.0,17.0
2019-11-02T21:50:00+00:00,https://api.weather.gov/stations/KGPM,10.0,3.6,102810.0,17.0
2019-11-02T22:50:00+00:00,https://api.weather.gov/stations/KGPM,350.0,3.1,102740.0,16.0
2019-11-02T23:50:00+00:00,https://api.weather.gov/stations/KGPM,340.0,3.1,102710.0,14.0
2019-11-03T00:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102710.0,13.0
2019-11-03T01:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102710.0,11.0
2019-11-03T02:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102740.0,8.9
2019-11-03T02:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102710.0,10.1
2019-11-03T02:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102710.0,10.1
2019-11-03T03:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102710.0,10.0
2019-11-03T03:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102710.0,9.3
2019-11-03T03:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102710.0,8.4
2019-11-03T04:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102710.0,8.3
2019-11-03T04:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102710.0,8.1
2019-11-03T04:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102710.0,8.1
2019-11-03T05:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102710.0,7.4
2019-11-03T05:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102680.0,7.8
2019-11-03T05:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102680.0,
2019-11-03T06:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102640.0,6.7
2019-11-03T06:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102640.0,6.8
2019-11-03T06:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102610.0,6.9
2019-11-03T07:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102610.0,6.7
2019-11-03T07:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102610.0,6.6
2019-11-03T07:55:00+00:00,https://api.weather.gov/stations/KGPM,210.0,1.5,102610.0,6.4
2019-11-03T08:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102610.0,5.6
2019-11-03T08:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102570.0,
2019-11-03T08:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102570.0,6.2
2019-11-03T09:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102570.0,5.9
2019-11-03T09:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102540.0,5.3
2019-11-03T09:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102540.0,5.4
2019-11-03T10:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102540.0,6.0
2019-11-03T10:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102540.0,5.3
2019-11-03T10:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102540.0,5.5
2019-11-03T11:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102540.0,5.6
2019-11-03T11:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102540.0,5.5
2019-11-03T13:15:00+00:00,https://api.weather.gov/stations/KGPM,190.0,1.5,102470.0,5.7
2019-11-03T13:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102470.0,7.0
2019-11-03T14:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,2.6,102470.0,11.0
2019-11-03T15:50:00+00:00,https://api.weather.gov/stations/KGPM,170.0,4.6,102410.0,13.0
2019-11-03T16:50:00+00:00,https://api.weather.gov/stations/KGPM,170.0,6.2,102370.0,16.0
2019-11-03T17:50:00+00:00,https://api.weather.gov/stations/KGPM,190.0,2.6,102200.0,17.0
2019-11-03T18:50:00+00:00,https://api.weather.gov/stations/KGPM,190.0,4.1,102100.0,19.0
2019-11-03T19:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,3.1,101930.0,19.0
2019-11-03T20:50:00+00:00,https://api.weather.gov/stations/KGPM,170.0,6.2,101830.0,20.0
2019-11-03T21:50:00+00:00,https://api.weather.gov/stations/KGPM,150.0,6.2,101800.0,19.0
2019-11-03T22:50:00+00:00,https://api.weather.gov/stations/KGPM,150.0,4.1,101760.0,18.0
2019-11-03T23:50:00+00:00,https://api.weather.gov/stations/KGPM,150.0,4.1,101730.0,17.0
2019-11-04T00:15:00+00:00,https://api.weather.gov/stations/KGPM,140.0,2.6,101730.0,16.0
2019-11-04T00:35:00+00:00,https://api.weather.gov/stations/KGPM,130.0,2.6,101730.0,15.3
2019-11-04T00:55:00+00:00,https://api.weather.gov/stations/KGPM,140.0,3.1,101690.0,14.9
2019-11-04T01:15:00+00:00,https://api.weather.gov/stations/KGPM,130.0,2.6,101690.0,14.6
2019-11-04T01:35:00+00:00,https://api.weather.gov/stations/KGPM,140.0,3.1,101730.0,14.5
2019-11-04T01:55:00+00:00,https://api.weather.gov/stations/KGPM,140.0,4.1,101730.0,14.5
2019-11-04T02:15:00+00:00,https://api.weather.gov/stations/KGPM,140.0,3.1,101730.0,14.6
2019-11-04T02:35:00+00:00,https://api.weather.gov/stations/KGPM,140.0,2.1,101730.0,14.3
2019-11-04T02:55:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.1,101730.0,14.0
2019-11-04T03:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.6,101690.0,14.0
2019-11-04T03:35:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.1,101690.0,14.0
2019-11-04T03:55:00+00:00,https://api.weather.gov/stations/KGPM,150.0,2.6,101730.0,13.8
2019-11-04T04:15:00+00:00,https://api.weather.gov/stations/KGPM,140.0,2.1,101760.0,14.0
2019-11-04T04:35:00+00:00,https://api.weather.gov/stations/KGPM,150.0,2.6,101760.0,13.7
2019-11-04T04:55:00+00:00,https://api.weather.gov/stations/KGPM,150.0,2.6,101730.0,13.7
2019-11-04T05:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,2.6,101760.0,13.4
2019-11-04T05:35:00+00:00,https://api.weather.gov/stations/KGPM,150.0,2.6,101730.0,13.1
2019-11-04T05:55:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.1,101730.0,13.0
2019-11-04T06:15:00+00:00,https://api.weather.gov/stations/KGPM,160.0,3.6,101690.0,13.0
2019-11-04T06:35:00+00:00,https://api.weather.gov/stations/KGPM,140.0,3.6,101690.0,13.0
2019-11-04T06:55:00+00:00,https://api.weather.gov/stations/KGPM,140.0,2.6,101690.0,12.8
2019-11-04T07:15:00+00:00,https://api.weather.gov/stations/KGPM,130.0,2.1,101690.0,12.5
2019-11-04T07:35:00+00:00,https://api.weather.gov/stations/KGPM,140.0,2.6,101690.0,12.3
2019-11-04T07:55:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.6,101690.0,12.2
2019-11-04T08:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.6,101690.0,12.3
2019-11-04T08:35:00+00:00,https://api.weather.gov/stations/KGPM,150.0,4.6,101690.0,12.2
2019-11-04T08:55:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.6,101660.0,12.0
2019-11-04T09:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.6,101660.0,11.8
2019-11-04T09:35:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.6,101630.0,11.8
2019-11-04T09:55:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.6,101660.0,11.7
2019-11-04T10:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,2.6,101630.0,11.6
2019-11-04T10:35:00+00:00,https://api.weather.gov/stations/KGPM,150.0,2.6,101630.0,11.8
2019-11-04T10:55:00+00:00,https://api.weather.gov/stations/KGPM,160.0,4.1,101630.0,11.8
2019-11-04T11:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.6,101630.0,12.0
2019-11-04T11:35:00+00:00,https://api.weather.gov/stations/KGPM,160.0,3.6,101630.0,11.8
2019-11-04T11:55:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.1,101630.0,11.4
2019-11-04T12:15:00+00:00,https://api.weather.gov/stations/KGPM,160.0,3.1,101660.0,11.2
2019-11-04T12:35:00+00:00,https://api.weather.gov/stations/KGPM,160.0,3.6,101660.0,11.4
2019-11-04T12:55:00+00:00,https://api.weather.gov/stations/KGPM,160.0,4.6,101660.0,11.3
2019-11-04T13:15:00+00:00,https://api.weather.gov/stations/KGPM,160.0,3.6,101690.0,11.3
2019-11-04T13:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,3.6,101690.0,12.0
2019-11-04T14:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,5.7,101690.0,14.0
2019-11-04T15:50:00+00:00,https://api.weather.gov/stations/KGPM,180.0,5.1,101690.0,16.0
2019-11-04T16:50:00+00:00,https://api.weather.gov/stations/KGPM,170.0,6.7,101660.0,20.0
2019-11-04T17:50:00+00:00,https://api.weather.gov/stations/KGPM,180.0,8.2,101520.0,22.0
2019-11-04T18:50:00+00:00,https://api.weather.gov/stations/KGPM,190.0,7.2,101420.0,23.0
2019-11-04T20:50:00+00:00,https://api.weather.gov/stations/KGPM,180.0,5.1,101290.0,24.0
2019-11-04T21:50:00+00:00,https://api.weather.gov/stations/KGPM,180.0,5.7,101290.0,25.0
2019-11-04T22:50:00+00:00,https://api.weather.gov/stations/KGPM,180.0,3.6,101360.0,24.0
2019-11-05T00:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,1.5,101390.0,21.6
2019-11-05T00:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101420.0,20.9
2019-11-05T00:55:00+00:00,https://api.weather.gov/stations/KGPM,140.0,1.5,101420.0,20.5
2019-11-05T01:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101460.0,19.8
2019-11-05T01:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101490.0,19.5
2019-11-05T01:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101520.0,18.8
2019-11-05T02:15:00+00:00,https://api.weather.gov/stations/KGPM,130.0,1.5,101520.0,18.8
2019-11-05T02:35:00+00:00,https://api.weather.gov/stations/KGPM,130.0,1.5,101560.0,18.7
2019-11-05T02:55:00+00:00,https://api.weather.gov/stations/KGPM,130.0,1.5,101590.0,18.4
2019-11-05T03:15:00+00:00,https://api.weather.gov/stations/KGPM,130.0,1.5,101590.0,18.1
2019-11-05T03:35:00+00:00,https://api.weather.gov/stations/KGPM,130.0,1.5,101590.0,18.0
2019-11-05T03:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101660.0,18.1
2019-11-05T04:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,2.6,101690.0,18.2
2019-11-05T04:35:00+00:00,https://api.weather.gov/stations/KGPM,140.0,2.6,101690.0,18.0
2019-11-05T04:55:00+00:00,https://api.weather.gov/stations/KGPM,140.0,1.5,101730.0,17.9
2019-11-05T05:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,1.5,101760.0,17.6
2019-11-05T05:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101760.0,17.5
2019-11-05T05:55:00+00:00,https://api.weather.gov/stations/KGPM,360.0,1.5,101800.0,16.7
2019-11-05T06:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101800.0,16.7
2019-11-05T06:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101800.0,17.1
2019-11-05T06:55:00+00:00,https://api.weather.gov/stations/KGPM,120.0,2.1,101760.0,17.2
2019-11-05T07:15:00+00:00,https://api.weather.gov/stations/KGPM,120.0,1.5,101760.0,17.2
2019-11-05T07:35:00+00:00,https://api.weather.gov/stations/KGPM,140.0,3.1,101760.0,17.4
2019-11-05T07:55:00+00:00,https://api.weather.gov/stations/KGPM,130.0,1.5,101800.0,17.5
2019-11-05T08:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101830.0,17.5
2019-11-05T08:35:00+00:00,https://api.weather.gov/stations/KGPM,110.0,1.5,101830.0,17.5
2019-11-05T08:55:00+00:00,https://api.weather.gov/stations/KGPM,120.0,1.5,101830.0,17.6
2019-11-05T09:15:00+00:00,https://api.weather.gov/stations/KGPM,130.0,2.1,101830.0,17.7
2019-11-05T09:35:00+00:00,https://api.weather.gov/stations/KGPM,140.0,2.1,101830.0,17.7
2019-11-05T09:55:00+00:00,https://api.weather.gov/stations/KGPM,130.0,2.6,101860.0,17.7
2019-11-05T10:15:00+00:00,https://api.weather.gov/stations/KGPM,130.0,1.5,101860.0,17.6
2019-11-05T10:35:00+00:00,https://api.weather.gov/stations/KGPM,130.0,1.5,101900.0,17.6
2019-11-05T10:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101930.0,17.5
2019-11-05T11:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101930.0,17.5
2019-11-05T11:35:00+00:00,https://api.weather.gov/stations/KGPM,120.0,1.5,101970.0,17.5
2019-11-05T12:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102030.0,17.5
2019-11-05T12:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102100.0,17.5
2019-11-05T13:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102130.0,17.5
2019-11-05T13:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102200.0,18.0
2019-11-05T14:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102240.0,18.0
2019-11-05T15:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102270.0,18.0
2019-11-05T16:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102270.0,19.0
2019-11-05T17:50:00+00:00,https://api.weather.gov/stations/KGPM,350.0,4.6,102270.0,16.0
2019-11-05T18:50:00+00:00,https://api.weather.gov/stations/KGPM,350.0,4.6,102200.0,16.0
2019-11-05T19:50:00+00:00,https://api.weather.gov/stations/KGPM,350.0,4.6,102130.0,16.0
2019-11-05T20:50:00+00:00,https://api.weather.gov/stations/KGPM,340.0,3.1,102170.0,16.0
2019-11-05T21:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102200.0,16.0
2019-11-05T22:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102200.0,16.0
2019-11-05T23:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102200.0,16.0
2019-11-06T00:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102240.0,16.1
2019-11-06T00:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102240.0,16.1
2019-11-06T00:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102270.0,16.1
2019-11-06T01:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102270.0,16.1
2019-11-06T01:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102300.0,16.1
2019-11-06T01:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102300.0,16.1
2019-11-06T02:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102300.0,16.0
2019-11-06T02:35:00+00:00,https://api.weather.gov/stations/KGPM,350.0,1.5,102300.0,15.8
2019-11-06T02:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102300.0,15.7
2019-11-06T03:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102340.0,15.7
2019-11-06T03:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102340.0,15.8
2019-11-06T03:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102340.0,15.8
2019-11-06T04:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102340.0,15.8
2019-11-06T04:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102300.0,15.8
2019-11-06T04:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102340.0,16.0
2019-11-06T05:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102300.0,16.0
2019-11-06T05:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102300.0,16.0
2019-11-06T05:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102300.0,16.0
2019-11-06T06:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102300.0,16.0
2019-11-06T06:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102270.0,16.0
2019-11-06T06:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102270.0,16.0
2019-11-06T07:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102300.0,16.0
2019-11-06T07:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102270.0,16.2
2019-11-06T07:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102300.0,16.3
2019-11-06T08:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102300.0,16.3
2019-11-06T08:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102270.0,16.5
2019-11-06T08:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102270.0,16.4
2019-11-06T09:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102240.0,16.5
2019-11-06T09:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102240.0,16.6
2019-11-06T09:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102240.0,16.7
2019-11-06T10:15:00+00:00,https://api.weather.gov/stations/KGPM,160.0,1.5,102240.0,17.1
2019-11-06T10:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102240.0,17.3
2019-11-06T10:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102270.0,17.7
2019-11-06T11:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102270.0,17.8
2019-11-06T11:35:00+00:00,https://api.weather.gov/stations/KGPM,150.0,1.5,102270.0,18.0
2019-11-06T11:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102300.0,18.3
2019-11-06T12:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,2.1,102300.0,18.7
2019-11-06T12:35:00+00:00,https://api.weather.gov/stations/KGPM,150.0,1.5,102300.0,18.8
2019-11-06T12:55:00+00:00,https://api.weather.gov/stations/KGPM,170.0,2.1,102340.0,19.0
2019-11-06T13:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,2.6,102340.0,19.0
2019-11-06T13:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,4.1,102370.0,19.0
2019-11-06T14:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,4.1,102370.0,19.0
2019-11-06T15:50:00+00:00,https://api.weather.gov/stations/KGPM,170.0,4.1,102410.0,21.0
2019-11-06T16:50:00+00:00,https://api.weather.gov/stations/KGPM,170.0,4.1,102300.0,23.0
2019-11-06T17:50:00+00:00,https://api.weather.gov/stations/KGPM,170.0,4.1,102240.0,23.0
2019-11-06T18:50:00+00:00,https://api.weather.gov/stations/KGPM,180.0,6.2,102130.0,24.0
2019-11-06T19:50:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.6,102030.0,24.0
2019-11-06T20:50:00+00:00,https://api.weather.gov/stations/KGPM,170.0,3.1,102000.0,24.0
2019-11-06T21:50:00+00:00,https://api.weather.gov/stations/KGPM,140.0,2.1,101970.0,24.0
2019-11-06T22:50:00+00:00,https://api.weather.gov/stations/KGPM,140.0,3.1,101930.0,24.0
2019-11-07T00:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101930.0,22.6
2019-11-07T00:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101930.0,22.5
2019-11-07T00:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101930.0,22.2
2019-11-07T01:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101930.0,21.7
2019-11-07T01:35:00+00:00,https://api.weather.gov/stations/KGPM,120.0,2.1,101930.0,21.4
2019-11-07T01:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101930.0,21.3
2019-11-07T02:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101930.0,21.1
2019-11-07T02:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101900.0,21.0
2019-11-07T02:55:00+00:00,https://api.weather.gov/stations/KGPM,150.0,2.1,101930.0,21.2
2019-11-07T03:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.1,101930.0,22.0
2019-11-07T03:35:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.6,101930.0,22.1
2019-11-07T03:55:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.1,101930.0,21.8
2019-11-07T04:15:00+00:00,https://api.weather.gov/stations/KGPM,160.0,3.6,101930.0,21.6
2019-11-07T04:35:00+00:00,https://api.weather.gov/stations/KGPM,170.0,3.6,101930.0,21.6
2019-11-07T04:55:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.6,101900.0,21.5
2019-11-07T05:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,5.1,101860.0,21.2
2019-11-07T05:35:00+00:00,https://api.weather.gov/stations/KGPM,160.0,5.1,101860.0,21.1
2019-11-07T05:55:00+00:00,https://api.weather.gov/stations/KGPM,160.0,4.1,101860.0,21.0
2019-11-07T06:15:00+00:00,https://api.weather.gov/stations/KGPM,180.0,3.6,101860.0,21.0
2019-11-07T06:35:00+00:00,https://api.weather.gov/stations/KGPM,170.0,4.1,101860.0,20.7
2019-11-07T06:55:00+00:00,https://api.weather.gov/stations/KGPM,190.0,3.6,101900.0,20.5
2019-11-07T07:15:00+00:00,https://api.weather.gov/stations/KGPM,190.0,4.6,101930.0,20.5
2019-11-07T07:35:00+00:00,https://api.weather.gov/stations/KGPM,210.0,2.6,101930.0,20.3
2019-11-07T07:55:00+00:00,https://api.weather.gov/stations/KGPM,200.0,2.6,101930.0,20.1
